Date,AMZN,KO,MSFT
2015-08-26 00:00:00-04:00,25.04,28.87,37.5
2015-08-27 00:00:00-04:00,25.92,29.27,38.54
2015-08-28 00:00:00-04:00,25.9,29.4,38.57
2015-08-31 00:00:00-04:00,25.64,29.31,38.21
2015-09-01 00:00:00-04:00,24.83,28.88,36.71
2015-09-02 00:00:00-04:00,25.53,28.99,38.07
2015-09-03 00:00:00-04:00,25.24,29.19,38.19
2015-09-04 00:00:00-04:00,24.95,28.71,37.41
2015-09-08 00:00:00-04:00,25.88,28.99,38.53
2015-09-09 00:00:00-04:00,25.84,28.55,37.81
2015-09-10 00:00:00-04:00,26.11,28.64,38.01
2015-09-11 00:00:00-04:00,26.47,28.67,38.17
2015-09-14 00:00:00-04:00,26.07,28.64,37.79
2015-09-15 00:00:00-04:00,26.12,28.94,38.61
2015-09-16 00:00:00-04:00,26.37,29.43,38.89
2015-09-17 00:00:00-04:00,26.94,29.61,38.85
2015-09-18 00:00:00-04:00,27.01,29.3,38.17
2015-09-21 00:00:00-04:00,27.42,29.46,38.72
2015-09-22 00:00:00-04:00,26.92,29.16,38.54
2015-09-23 00:00:00-04:00,26.8,29.14,38.51
2015-09-24 00:00:00-04:00,26.69,29.43,38.55
2015-09-25 00:00:00-04:00,26.21,29.79,38.58
2015-09-28 00:00:00-04:00,25.2,29.72,38.01
2015-09-29 00:00:00-04:00,24.8,29.82,38.14
2015-09-30 00:00:00-04:00,25.59,30.16,38.86
2015-10-01 00:00:00-04:00,26.04,29.92,39.16
2015-10-02 00:00:00-04:00,26.63,30.36,40.01
2015-10-05 00:00:00-04:00,27.18,30.83,40.94
2015-10-06 00:00:00-04:00,26.87,30.79,41.04
2015-10-07 00:00:00-04:00,27.1,31.21,41.09
2015-10-08 00:00:00-04:00,26.66,31.56,41.66
2015-10-09 00:00:00-04:00,26.99,31.59,41.36
2015-10-12 00:00:00-04:00,27.51,31.57,41.26
2015-10-13 00:00:00-04:00,27.44,31.31,41.17
2015-10-14 00:00:00-04:00,27.24,31.33,40.98
2015-10-15 00:00:00-04:00,28.12,31.51,41.27
2015-10-16 00:00:00-04:00,28.54,31.59,41.71
2015-10-19 00:00:00-04:00,28.66,31.57,41.81
2015-10-20 00:00:00-04:00,28.04,31.79,41.94
2015-10-21 00:00:00-04:00,27.79,31.72,41.44
2015-10-22 00:00:00-04:00,28.2,32.51,42.17
2015-10-23 00:00:00-04:00,29.95,32.17,46.42
2015-10-26 00:00:00-04:00,30.43,32.02,47.63
2015-10-27 00:00:00-04:00,30.55,32.03,47.14
2015-10-28 00:00:00-04:00,30.85,32.12,47.39
2015-10-29 00:00:00-04:00,31.33,32.17,46.85
2015-10-30 00:00:00-04:00,31.3,31.84,46.21
2015-11-02 00:00:00-05:00,31.42,31.76,46.74
2015-11-03 00:00:00-05:00,31.27,31.7,47.54
2015-11-04 00:00:00-05:00,32.05,31.55,47.76
2015-11-05 00:00:00-05:00,32.78,31.82,47.74
2015-11-06 00:00:00-05:00,32.97,31.54,48.22
2015-11-09 00:00:00-05:00,32.77,31.23,47.55
2015-11-10 00:00:00-05:00,32.98,31.4,46.98
2015-11-11 00:00:00-05:00,33.66,31.6,47.1
2015-11-12 00:00:00-05:00,33.28,31.26,46.81
2015-11-13 00:00:00-05:00,32.12,31.11,46.39
2015-11-16 00:00:00-05:00,32.39,31.54,47.21
2015-11-17 00:00:00-05:00,32.17,31.33,46.82
2015-11-18 00:00:00-05:00,33.18,31.79,47.59
2015-11-19 00:00:00-05:00,33.06,32.41,47.67
2015-11-20 00:00:00-05:00,33.42,31.9,47.9
2015-11-23 00:00:00-05:00,33.95,32.3,47.9
2015-11-24 00:00:00-05:00,33.56,32.6,47.95
2015-11-25 00:00:00-05:00,33.77,32.6,47.45
2015-11-27 00:00:00-05:00,33.66,32.69,47.67
2015-11-30 00:00:00-05:00,33.24,32.29,48.04
2015-12-01 00:00:00-05:00,33.95,32.49,48.81
2015-12-02 00:00:00-05:00,33.8,32.4,48.8
2015-12-03 00:00:00-05:00,33.31,32.17,47.9
2015-12-04 00:00:00-05:00,33.63,32.79,49.42
2015-12-07 00:00:00-05:00,33.49,32.73,49.33
2015-12-08 00:00:00-05:00,33.87,32.58,49.31
2015-12-09 00:00:00-05:00,33.24,32.32,48.59
2015-12-10 00:00:00-05:00,33.12,32.39,48.85
2015-12-11 00:00:00-05:00,32.01,32.02,47.78
2015-12-14 00:00:00-05:00,32.9,32.16,48.73
2015-12-15 00:00:00-05:00,32.93,32.63,48.79
2015-12-16 00:00:00-05:00,33.79,33.21,49.61
2015-12-17 00:00:00-05:00,33.53,32.95,49.23
2015-12-18 00:00:00-05:00,33.21,32.2,47.84
2015-12-21 00:00:00-05:00,33.23,32.41,48.46
2015-12-22 00:00:00-05:00,33.16,32.79,48.92
2015-12-23 00:00:00-05:00,33.19,33.08,49.34
2015-12-24 00:00:00-05:00,33.14,32.98,49.2
2015-12-28 00:00:00-05:00,33.76,32.95,49.45
2015-12-29 00:00:00-05:00,34.7,33.11,49.98
2015-12-30 00:00:00-05:00,34.45,33.01,49.77
2015-12-31 00:00:00-05:00,33.79,32.54,49.04
2016-01-04 00:00:00-05:00,31.85,32.12,48.43
2016-01-05 00:00:00-05:00,31.69,32.23,48.66
2016-01-06 00:00:00-05:00,31.63,32.06,47.77
2016-01-07 00:00:00-05:00,30.4,31.53,46.11
2016-01-08 00:00:00-05:00,30.35,31.45,46.25
2016-01-11 00:00:00-05:00,30.89,31.5,46.22
2016-01-12 00:00:00-05:00,30.89,31.91,46.65
2016-01-13 00:00:00-05:00,29.09,31.7,45.64
2016-01-14 00:00:00-05:00,29.65,31.73,46.94
2016-01-15 00:00:00-05:00,28.51,31.44,45.07
2016-01-19 00:00:00-05:00,28.72,31.76,44.69
2016-01-20 00:00:00-05:00,28.59,31.35,44.89
2016-01-21 00:00:00-05:00,28.75,31.35,44.62
2016-01-22 00:00:00-05:00,29.82,31.86,46.22
2016-01-25 00:00:00-05:00,29.83,31.94,45.77
2016-01-26 00:00:00-05:00,30.06,31.88,46.11
2016-01-27 00:00:00-05:00,29.17,31.89,45.27
2016-01-28 00:00:00-05:00,31.77,32.25,46.01
2016-01-29 00:00:00-05:00,29.35,32.51,48.69
2016-02-01 00:00:00-05:00,28.74,32.57,48.35
2016-02-02 00:00:00-05:00,27.6,32.15,46.84
2016-02-03 00:00:00-05:00,26.55,32.36,46.1
2016-02-04 00:00:00-05:00,26.81,32.22,45.96
2016-02-05 00:00:00-05:00,25.11,32.15,44.33
2016-02-08 00:00:00-05:00,24.41,32.31,43.67
2016-02-09 00:00:00-05:00,24.1,32.8,43.56
2016-02-10 00:00:00-05:00,24.52,32.23,43.94
2016-02-11 00:00:00-05:00,25.19,32.13,43.92
2016-02-12 00:00:00-05:00,25.35,32.66,44.63
2016-02-16 00:00:00-05:00,26.06,32.85,45.48
2016-02-17 00:00:00-05:00,26.7,32.95,46.66
2016-02-18 00:00:00-05:00,26.25,33.04,46.46
2016-02-19 00:00:00-05:00,26.75,33.16,46.13
2016-02-22 00:00:00-05:00,27.98,33.29,46.87
2016-02-23 00:00:00-05:00,27.65,33.1,45.56
2016-02-24 00:00:00-05:00,27.7,33.26,45.72
2016-02-25 00:00:00-05:00,27.76,33.45,46.38
2016-02-26 00:00:00-05:00,27.76,32.68,45.67
2016-02-29 00:00:00-05:00,27.63,32.67,45.29
2016-03-01 00:00:00-05:00,28.95,33.1,46.81
2016-03-02 00:00:00-05:00,29.01,33.16,47.14
2016-03-03 00:00:00-05:00,28.87,33.3,46.6
2016-03-04 00:00:00-05:00,28.76,33.42,46.32
2016-03-07 00:00:00-05:00,28.14,33.34,45.43
2016-03-08 00:00:00-05:00,28.01,33.57,45.98
2016-03-09 00:00:00-05:00,27.97,33.95,47.04
2016-03-10 00:00:00-05:00,27.95,34.26,46.33
2016-03-11 00:00:00-05:00,28.48,34.51,47.24
2016-03-14 00:00:00-04:00,28.67,34.58,47.33
2016-03-15 00:00:00-04:00,28.85,34.54,47.7
2016-03-16 00:00:00-04:00,28.71,34.39,48.38
2016-03-17 00:00:00-04:00,27.97,34.94,48.66
2016-03-18 00:00:00-04:00,27.6,34.81,47.62
2016-03-21 00:00:00-04:00,27.7,34.87,47.95
2016-03-22 00:00:00-04:00,28.02,34.74,48.13
2016-03-23 00:00:00-04:00,28.48,34.71,48.04
2016-03-24 00:00:00-04:00,29.15,34.8,48.26
2016-03-28 00:00:00-04:00,28.99,34.97,47.66
2016-03-29 00:00:00-04:00,29.69,35.49,48.7
2016-03-30 00:00:00-04:00,29.93,35.56,49.0
2016-03-31 00:00:00-04:00,29.68,35.42,49.16
2016-04-01 00:00:00-04:00,29.92,35.75,49.47
2016-04-04 00:00:00-04:00,29.66,35.8,49.34
2016-04-05 00:00:00-04:00,29.31,35.52,48.57
2016-04-06 00:00:00-04:00,30.1,35.66,49.07
2016-04-07 00:00:00-04:00,29.57,35.39,48.48
2016-04-08 00:00:00-04:00,29.73,35.78,48.44
2016-04-11 00:00:00-04:00,29.8,35.45,48.35
2016-04-12 00:00:00-04:00,30.16,35.62,48.65
2016-04-13 00:00:00-04:00,30.74,35.15,49.27
2016-04-14 00:00:00-04:00,31.04,34.99,49.28
2016-04-15 00:00:00-04:00,31.29,35.2,49.54
2016-04-18 00:00:00-04:00,31.77,35.29,50.26
2016-04-19 00:00:00-04:00,31.4,35.58,50.2
2016-04-20 00:00:00-04:00,31.65,33.87,49.49
2016-04-21 00:00:00-04:00,31.55,33.33,49.65
2016-04-22 00:00:00-04:00,31.02,34.0,46.09
2016-04-25 00:00:00-04:00,31.31,34.13,46.39
2016-04-26 00:00:00-04:00,30.84,34.0,45.79
2016-04-27 00:00:00-04:00,30.33,34.11,45.35
2016-04-28 00:00:00-04:00,30.1,34.07,44.42
2016-04-29 00:00:00-04:00,32.98,34.2,44.39
2016-05-02 00:00:00-04:00,34.19,34.34,45.05
2016-05-03 00:00:00-04:00,33.57,34.23,44.31
2016-05-04 00:00:00-04:00,33.54,34.34,44.39
2016-05-05 00:00:00-04:00,32.95,34.4,44.46
2016-05-06 00:00:00-04:00,33.7,34.6,44.86
2016-05-09 00:00:00-04:00,33.99,34.54,44.57
2016-05-10 00:00:00-04:00,35.15,34.93,45.42
2016-05-11 00:00:00-04:00,35.66,34.71,45.44
2016-05-12 00:00:00-04:00,35.9,34.99,45.85
2016-05-13 00:00:00-04:00,35.5,34.62,45.47
2016-05-16 00:00:00-04:00,35.53,34.83,46.14
2016-05-17 00:00:00-04:00,34.76,34.16,45.28
2016-05-18 00:00:00-04:00,34.87,33.96,45.55
2016-05-19 00:00:00-04:00,34.93,33.84,45.11
2016-05-20 00:00:00-04:00,35.14,33.55,45.38
2016-05-23 00:00:00-04:00,34.84,33.57,44.85
2016-05-24 00:00:00-04:00,35.21,33.87,46.25
2016-05-25 00:00:00-04:00,35.42,33.88,46.72
2016-05-26 00:00:00-04:00,35.75,34.12,46.51
2016-05-27 00:00:00-04:00,35.61,34.19,46.9
2016-05-31 00:00:00-04:00,36.14,34.05,47.51
2016-06-01 00:00:00-04:00,35.97,34.13,47.38
2016-06-02 00:00:00-04:00,36.41,34.14,47.04
2016-06-03 00:00:00-04:00,36.28,34.39,46.42
2016-06-06 00:00:00-04:00,36.34,34.64,46.73
2016-06-07 00:00:00-04:00,36.19,34.6,46.7
2016-06-08 00:00:00-04:00,36.33,34.78,46.65
2016-06-09 00:00:00-04:00,36.38,34.94,46.27
2016-06-10 00:00:00-04:00,35.9,35.11,46.15
2016-06-13 00:00:00-04:00,35.76,34.71,44.95
2016-06-14 00:00:00-04:00,35.97,34.65,44.67
2016-06-15 00:00:00-04:00,35.71,34.63,44.54
2016-06-16 00:00:00-04:00,35.88,34.86,45.17
2016-06-17 00:00:00-04:00,35.32,34.46,44.94
2016-06-20 00:00:00-04:00,35.7,34.6,44.88
2016-06-21 00:00:00-04:00,35.79,34.72,45.89
2016-06-22 00:00:00-04:00,35.53,34.51,45.71
2016-06-23 00:00:00-04:00,36.1,34.68,46.53
2016-06-24 00:00:00-04:00,34.95,33.8,44.67
2016-06-27 00:00:00-04:00,34.57,33.68,43.41
2016-06-28 00:00:00-04:00,35.4,33.99,44.32
2016-06-29 00:00:00-04:00,35.78,34.19,45.3
2016-06-30 00:00:00-04:00,35.78,34.87,45.87
2016-07-01 00:00:00-04:00,36.28,34.71,45.86
2016-07-05 00:00:00-04:00,36.4,34.95,45.87
2016-07-06 00:00:00-04:00,36.88,34.83,46.06
2016-07-07 00:00:00-04:00,36.83,34.69,46.06
2016-07-08 00:00:00-04:00,37.29,34.91,46.88
2016-07-11 00:00:00-04:00,37.69,35.06,47.14
2016-07-12 00:00:00-04:00,37.41,35.07,47.7
2016-07-13 00:00:00-04:00,37.13,35.19,47.97
2016-07-14 00:00:00-04:00,37.06,35.15,48.17
2016-07-15 00:00:00-04:00,36.77,35.1,48.14
2016-07-18 00:00:00-04:00,36.8,35.1,48.37
2016-07-19 00:00:00-04:00,37.0,35.1,47.59
2016-07-20 00:00:00-04:00,37.29,35.01,50.12
2016-07-21 00:00:00-04:00,37.22,34.97,50.02
2016-07-22 00:00:00-04:00,37.24,35.26,50.71
2016-07-25 00:00:00-04:00,36.98,35.06,50.85
2016-07-26 00:00:00-04:00,36.78,34.53,50.88
2016-07-27 00:00:00-04:00,36.83,33.39,50.37
2016-07-28 00:00:00-04:00,37.63,33.58,50.39
2016-07-29 00:00:00-04:00,37.94,33.57,50.81
2016-08-01 00:00:00-04:00,38.39,33.43,50.72
2016-08-02 00:00:00-04:00,38.03,33.49,50.72
2016-08-03 00:00:00-04:00,37.73,33.57,51.07
2016-08-04 00:00:00-04:00,38.04,33.47,51.44
2016-08-05 00:00:00-04:00,38.3,33.45,51.96
2016-08-08 00:00:00-04:00,38.33,33.42,52.05
2016-08-09 00:00:00-04:00,38.42,33.44,52.17
2016-08-10 00:00:00-04:00,38.43,33.55,52.01
2016-08-11 00:00:00-04:00,38.56,33.66,52.26
2016-08-12 00:00:00-04:00,38.63,33.87,51.94
2016-08-15 00:00:00-04:00,38.42,34.03,52.1
2016-08-16 00:00:00-04:00,38.2,33.72,51.81
2016-08-17 00:00:00-04:00,38.23,33.9,51.92
2016-08-18 00:00:00-04:00,38.22,33.93,51.95
2016-08-19 00:00:00-04:00,37.87,33.79,51.97
2016-08-22 00:00:00-04:00,37.97,33.65,52.02
2016-08-23 00:00:00-04:00,38.12,33.73,52.22
2016-08-24 00:00:00-04:00,37.86,33.73,52.27
2016-08-25 00:00:00-04:00,37.96,33.6,52.47
2016-08-26 00:00:00-04:00,38.45,33.33,52.34
2016-08-29 00:00:00-04:00,38.56,33.5,52.41
2016-08-30 00:00:00-04:00,38.38,33.26,52.22
2016-08-31 00:00:00-04:00,38.46,33.41,51.83
2016-09-01 00:00:00-04:00,38.53,33.35,51.95
2016-09-02 00:00:00-04:00,38.62,33.59,52.02
2016-09-06 00:00:00-04:00,39.44,33.69,51.96
2016-09-07 00:00:00-04:00,39.22,33.57,52.01
2016-09-08 00:00:00-04:00,39.2,33.57,51.8
2016-09-09 00:00:00-04:00,38.01,32.52,50.7
2016-09-12 00:00:00-04:00,38.57,33.23,51.46
2016-09-13 00:00:00-04:00,38.05,32.79,50.99
2016-09-14 00:00:00-04:00,38.05,32.66,50.75
2016-09-15 00:00:00-04:00,38.48,32.85,51.59
2016-09-16 00:00:00-04:00,38.93,32.68,51.64
2016-09-19 00:00:00-04:00,38.76,32.65,51.35
2016-09-20 00:00:00-04:00,39.01,32.84,51.24
2016-09-21 00:00:00-04:00,39.49,32.99,52.1
2016-09-22 00:00:00-04:00,40.24,33.32,52.15
2016-09-23 00:00:00-04:00,40.29,33.15,51.8
2016-09-26 00:00:00-04:00,39.96,32.61,51.32
2016-09-27 00:00:00-04:00,40.81,33.03,52.27
2016-09-28 00:00:00-04:00,41.44,32.69,52.34
2016-09-29 00:00:00-04:00,41.45,32.6,51.77
2016-09-30 00:00:00-04:00,41.87,32.82,51.95
2016-10-03 00:00:00-04:00,41.84,32.6,51.79
2016-10-04 00:00:00-04:00,41.7,32.45,51.63
2016-10-05 00:00:00-04:00,42.22,32.43,51.99
2016-10-06 00:00:00-04:00,42.08,32.35,52.08
2016-10-07 00:00:00-04:00,41.97,32.37,52.14
2016-10-10 00:00:00-04:00,42.09,32.37,52.35
2016-10-11 00:00:00-04:00,41.55,32.22,51.59
2016-10-12 00:00:00-04:00,41.7,32.4,51.51
2016-10-13 00:00:00-04:00,41.46,32.39,51.34
2016-10-14 00:00:00-04:00,41.15,32.32,51.79
2016-10-17 00:00:00-04:00,40.65,32.26,51.61
2016-10-18 00:00:00-04:00,40.88,32.55,52.01
2016-10-19 00:00:00-04:00,40.88,32.61,51.89
2016-10-20 00:00:00-04:00,40.52,32.52,51.64
2016-10-21 00:00:00-04:00,40.95,32.68,53.81
2016-10-24 00:00:00-04:00,41.9,33.01,55.02
2016-10-25 00:00:00-04:00,41.76,32.99,55.01
2016-10-26 00:00:00-04:00,41.13,32.92,54.69
2016-10-27 00:00:00-04:00,40.92,32.67,54.21
2016-10-28 00:00:00-04:00,38.82,32.75,54.0
2016-10-31 00:00:00-04:00,39.49,32.89,54.05
2016-11-01 00:00:00-04:00,39.27,32.67,53.94
2016-11-02 00:00:00-04:00,38.28,32.61,53.61
2016-11-03 00:00:00-04:00,38.35,32.6,53.41
2016-11-04 00:00:00-04:00,37.75,32.33,52.96
2016-11-07 00:00:00-05:00,39.25,32.93,54.5
2016-11-08 00:00:00-05:00,39.39,33.26,54.54
2016-11-09 00:00:00-05:00,38.59,32.78,54.27
2016-11-10 00:00:00-05:00,37.12,31.75,52.95
2016-11-11 00:00:00-05:00,36.95,31.82,53.24
2016-11-14 00:00:00-05:00,35.95,31.93,52.42
2016-11-15 00:00:00-05:00,37.16,32.14,53.46
2016-11-16 00:00:00-05:00,37.32,32.0,54.17
2016-11-17 00:00:00-05:00,37.82,31.89,55.07
2016-11-18 00:00:00-05:00,38.01,31.73,54.8
2016-11-21 00:00:00-05:00,39.0,32.08,55.27
2016-11-22 00:00:00-05:00,39.27,32.09,55.5
2016-11-23 00:00:00-05:00,39.01,31.89,54.85
2016-11-25 00:00:00-05:00,39.02,32.21,54.97
2016-11-28 00:00:00-05:00,38.34,32.38,55.04
2016-11-29 00:00:00-05:00,38.13,32.19,55.48
2016-11-30 00:00:00-05:00,37.53,31.56,54.72
2016-12-01 00:00:00-05:00,37.18,31.42,53.76
2016-12-02 00:00:00-05:00,37.02,31.57,53.8
2016-12-05 00:00:00-05:00,37.97,31.77,54.69
2016-12-06 00:00:00-05:00,38.24,31.73,54.44
2016-12-07 00:00:00-05:00,38.52,32.3,55.73
2016-12-08 00:00:00-05:00,38.37,32.05,55.4
2016-12-09 00:00:00-05:00,38.43,32.85,56.27
2016-12-12 00:00:00-05:00,38.01,32.77,56.46
2016-12-13 00:00:00-05:00,38.72,32.66,57.19
2016-12-14 00:00:00-05:00,38.44,32.23,56.92
2016-12-15 00:00:00-05:00,38.05,32.5,56.83
2016-12-16 00:00:00-05:00,37.89,32.65,56.57
2016-12-19 00:00:00-05:00,38.3,32.59,57.77
2016-12-20 00:00:00-05:00,38.56,32.58,57.7
2016-12-21 00:00:00-05:00,38.53,32.51,57.7
2016-12-22 00:00:00-05:00,38.32,32.5,57.71
2016-12-23 00:00:00-05:00,38.03,32.54,57.43
2016-12-27 00:00:00-05:00,38.57,32.55,57.46
2016-12-28 00:00:00-05:00,38.61,32.37,57.2
2016-12-29 00:00:00-05:00,38.26,32.54,57.12
2016-12-30 00:00:00-05:00,37.49,32.43,56.43
2017-01-03 00:00:00-05:00,37.68,32.69,56.83
2017-01-04 00:00:00-05:00,37.86,32.58,56.57
2017-01-05 00:00:00-05:00,39.02,32.65,56.57
2017-01-06 00:00:00-05:00,39.8,32.65,57.06
2017-01-09 00:00:00-05:00,39.85,32.32,56.88
2017-01-10 00:00:00-05:00,39.79,32.1,56.86
2017-01-11 00:00:00-05:00,39.95,32.11,57.38
2017-01-12 00:00:00-05:00,40.68,32.03,56.86
2017-01-13 00:00:00-05:00,40.86,31.97,56.94
2017-01-17 00:00:00-05:00,40.49,32.24,56.78
2017-01-18 00:00:00-05:00,40.37,32.3,56.76
2017-01-19 00:00:00-05:00,40.45,32.18,56.57
2017-01-20 00:00:00-05:00,40.42,32.32,56.97
2017-01-23 00:00:00-05:00,40.89,32.4,57.17
2017-01-24 00:00:00-05:00,41.12,32.77,57.68
2017-01-25 00:00:00-05:00,41.83,32.94,57.83
2017-01-26 00:00:00-05:00,41.96,32.7,58.36
2017-01-27 00:00:00-05:00,41.79,32.42,59.73
2017-01-30 00:00:00-05:00,41.52,32.37,59.14
2017-01-31 00:00:00-05:00,41.17,32.51,58.71
2017-02-01 00:00:00-05:00,41.62,32.27,57.74
2017-02-02 00:00:00-05:00,42.0,32.38,57.36
2017-02-03 00:00:00-05:00,40.51,32.49,57.83
2017-02-06 00:00:00-05:00,40.38,32.51,57.79
2017-02-07 00:00:00-05:00,40.62,32.77,57.6
2017-02-08 00:00:00-05:00,40.99,32.87,57.52
2017-02-09 00:00:00-05:00,41.07,32.26,58.17
2017-02-10 00:00:00-05:00,41.37,31.74,58.12
2017-02-13 00:00:00-05:00,41.83,31.77,58.77
2017-02-14 00:00:00-05:00,41.82,31.7,58.99
2017-02-15 00:00:00-05:00,42.13,31.63,58.95
2017-02-16 00:00:00-05:00,42.21,32.22,58.95
2017-02-17 00:00:00-05:00,42.25,32.25,59.04
2017-02-21 00:00:00-05:00,42.82,32.43,58.92
2017-02-22 00:00:00-05:00,42.78,32.54,58.8
2017-02-23 00:00:00-05:00,42.61,32.58,59.04
2017-02-24 00:00:00-05:00,42.26,32.68,59.04
2017-02-27 00:00:00-05:00,42.43,32.59,58.68
2017-02-28 00:00:00-05:00,42.25,32.82,58.45
2017-03-01 00:00:00-05:00,42.65,32.98,59.33
2017-03-02 00:00:00-05:00,42.45,33.22,58.48
2017-03-03 00:00:00-05:00,42.49,33.23,58.7
2017-03-06 00:00:00-05:00,42.33,32.99,58.72
2017-03-07 00:00:00-05:00,42.3,32.84,58.84
2017-03-08 00:00:00-05:00,42.53,32.84,59.37
2017-03-09 00:00:00-05:00,42.65,32.87,59.14
2017-03-10 00:00:00-05:00,42.62,33.08,59.32
2017-03-13 00:00:00-04:00,42.73,33.16,59.12
2017-03-14 00:00:00-04:00,42.63,33.12,58.84
2017-03-15 00:00:00-04:00,42.65,33.24,59.16
2017-03-16 00:00:00-04:00,42.67,33.34,59.05
2017-03-17 00:00:00-04:00,42.62,33.16,59.26
2017-03-20 00:00:00-04:00,42.85,33.28,59.32
2017-03-21 00:00:00-04:00,42.16,33.53,58.66
2017-03-22 00:00:00-04:00,42.4,33.44,59.41
2017-03-23 00:00:00-04:00,42.37,33.27,59.26
2017-03-24 00:00:00-04:00,42.28,33.24,59.37
2017-03-27 00:00:00-04:00,42.34,33.39,59.47
2017-03-28 00:00:00-04:00,42.8,33.48,59.65
2017-03-29 00:00:00-04:00,43.72,33.47,59.81
2017-03-30 00:00:00-04:00,43.82,33.61,60.03
2017-03-31 00:00:00-04:00,44.33,33.49,60.17
2017-04-03 00:00:00-04:00,44.58,33.46,59.89
2017-04-04 00:00:00-04:00,45.34,33.68,60.05
2017-04-05 00:00:00-04:00,45.46,33.59,59.9
2017-04-06 00:00:00-04:00,44.91,33.67,60.05
2017-04-07 00:00:00-04:00,44.74,33.62,60.0
2017-04-10 00:00:00-04:00,45.35,33.68,59.87
2017-04-11 00:00:00-04:00,45.12,33.66,59.82
2017-04-12 00:00:00-04:00,44.81,33.88,59.59
2017-04-13 00:00:00-04:00,44.23,33.76,59.34
2017-04-17 00:00:00-04:00,45.1,33.98,59.82
2017-04-18 00:00:00-04:00,45.19,34.31,59.74
2017-04-19 00:00:00-04:00,44.96,34.11,59.42
2017-04-20 00:00:00-04:00,45.1,34.0,59.84
2017-04-21 00:00:00-04:00,44.93,33.98,60.66
2017-04-24 00:00:00-04:00,45.37,34.15,61.69
2017-04-25 00:00:00-04:00,45.38,34.02,62.05
2017-04-26 00:00:00-04:00,45.46,34.12,61.97
2017-04-27 00:00:00-04:00,45.92,33.94,62.37
2017-04-28 00:00:00-04:00,46.25,34.05,62.54
2017-05-01 00:00:00-04:00,47.41,34.1,63.41
2017-05-02 00:00:00-04:00,47.35,34.24,63.31
2017-05-03 00:00:00-04:00,47.05,34.18,63.11
2017-05-04 00:00:00-04:00,46.88,34.45,62.86
2017-05-05 00:00:00-04:00,46.71,34.47,63.04
2017-05-08 00:00:00-04:00,47.45,34.63,62.98
2017-05-09 00:00:00-04:00,47.64,34.33,63.07
2017-05-10 00:00:00-04:00,47.45,34.38,63.32
2017-05-11 00:00:00-04:00,47.38,34.46,62.54
2017-05-12 00:00:00-04:00,48.07,34.39,62.47
2017-05-15 00:00:00-04:00,47.9,34.51,62.52
2017-05-16 00:00:00-04:00,48.3,34.6,63.78
2017-05-17 00:00:00-04:00,47.24,34.66,62.0
2017-05-18 00:00:00-04:00,47.92,34.56,62.21
2017-05-19 00:00:00-04:00,47.99,34.64,62.2
2017-05-22 00:00:00-04:00,48.53,34.86,62.89
2017-05-23 00:00:00-04:00,48.58,35.03,63.11
2017-05-24 00:00:00-04:00,49.02,35.53,63.19
2017-05-25 00:00:00-04:00,49.67,35.83,63.97
2017-05-26 00:00:00-04:00,49.79,35.82,64.28
2017-05-30 00:00:00-04:00,49.83,35.85,64.69
2017-05-31 00:00:00-04:00,49.73,35.88,64.17
2017-06-01 00:00:00-04:00,49.8,36.13,64.41
2017-06-02 00:00:00-04:00,50.34,36.21,65.94
2017-06-05 00:00:00-04:00,50.57,36.29,66.41
2017-06-06 00:00:00-04:00,50.15,36.28,66.63
2017-06-07 00:00:00-04:00,50.5,35.91,66.51
2017-06-08 00:00:00-04:00,50.51,35.61,66.11
2017-06-09 00:00:00-04:00,48.92,35.76,64.61
2017-06-12 00:00:00-04:00,48.25,35.77,64.12
2017-06-13 00:00:00-04:00,49.04,35.82,64.92
2017-06-14 00:00:00-04:00,48.82,36.04,64.57
2017-06-15 00:00:00-04:00,48.21,36.0,64.23
2017-06-16 00:00:00-04:00,49.39,36.05,64.32
2017-06-19 00:00:00-04:00,49.76,36.1,65.12
2017-06-20 00:00:00-04:00,49.63,36.29,64.24
2017-06-21 00:00:00-04:00,50.11,35.97,64.57
2017-06-22 00:00:00-04:00,50.06,35.86,64.56
2017-06-23 00:00:00-04:00,50.19,36.0,65.43
2017-06-26 00:00:00-04:00,49.7,36.14,64.81
2017-06-27 00:00:00-04:00,48.84,35.84,63.59
2017-06-28 00:00:00-04:00,49.52,36.05,64.13
2017-06-29 00:00:00-04:00,48.8,35.66,62.93
2017-06-30 00:00:00-04:00,48.4,35.68,63.33
2017-07-03 00:00:00-04:00,47.68,35.61,62.64
2017-07-05 00:00:00-04:00,48.57,35.66,63.47
2017-07-06 00:00:00-04:00,48.26,35.32,63.0
2017-07-07 00:00:00-04:00,48.94,35.31,63.82
2017-07-10 00:00:00-04:00,49.82,35.31,64.3
2017-07-11 00:00:00-04:00,49.71,35.27,64.31
2017-07-12 00:00:00-04:00,50.33,35.41,65.37
2017-07-13 00:00:00-04:00,50.03,35.35,65.94
2017-07-14 00:00:00-04:00,50.09,35.55,66.87
2017-07-17 00:00:00-04:00,50.5,35.58,67.4
2017-07-18 00:00:00-04:00,51.22,35.54,67.35
2017-07-19 00:00:00-04:00,51.34,35.66,67.86
2017-07-20 00:00:00-04:00,51.44,35.66,68.2
2017-07-21 00:00:00-04:00,51.28,35.82,67.8
2017-07-24 00:00:00-04:00,51.95,35.67,67.63
2017-07-25 00:00:00-04:00,51.99,35.99,68.17
